143	3	
144	3	
144	3	
144	3	
144	3	
144	1	
144	1	
144	1	
144	1	
144	2	
144	2	
144	2	
144	2	
144	2	
144	1	
144	1	
144	1	
144	3	
149	3	
149	3	
149	2	
149	2	
149	2	
149	1	
149	1	
149	2	
149	3	
149	4	
149	4	
149	3	
149	3	
149	2	
149	2	
149	2	
149	2	
149	1	
149	1	
149	0	
149	1	
149	3	
149	4	
149	3	
149	1	
149	0	
149	0	
149	0	
149	2	
149	3	
149	1	
144	0	
143	1	
143	1	
143	2	
143	3	
144	3	
144	1	
144	1	
139	0	
139	0	
133	0	
133	1	
133	3	
133	4	
133	3	
133	1	
133	0	
128	0	
128	0	
127	1	
127	1	
125	1	
125	0	
125	0	
0	0	
0	1	
0	3	
0	4	
0	4	
0	3	
0	1	
0	1	
0	3	
0	3	
0	2	
0	0	
0	0	
0	0	
0	1	
0	3	
0	4	
0	4	
0	4	
0	3	
0	2	
0	2	
0	2	
0	3	
0	4	
0	4	
0	4	
