259	1	
259	2	
259	2	
259	2	
259	2	
259	2	
259	2	
259	2	
259	2	
259	2	
259	2	
259	2	
259	2	
259	2	
269	2	
269	2	
269	1	
269	0	
268	0	
263	0	
263	0	
258	0	
257	2	
258	4	
258	3	
263	1	
263	1	
263	3	
262	3	
262	3	
262	3	
262	2	
262	2	
262	2	
262	2	
261	2	
261	2	
261	2	
261	2	
261	2	
261	2	
261	2	
261	2	
261	2	
136	2	
131	2	
131	2	
131	2	
131	2	
131	2	
131	2	
131	2	
131	2	
131	2	
126	2	
126	2	
126	2	
126	2	
126	2	
126	2	
126	2	
126	2	
126	2	
126	2	
125	2	
125	3	
125	4	
125	4	
125	4	
131	4	
131	3	
131	2	
126	2	
126	2	
126	2	
126	2	
126	2	
126	2	
126	2	
1	2	
1	2	
1	2	
1	2	
1	2	
1	2	
1	2	
1	2	
1	2	
1	2	
1	3	
1	2	
1	2	
1	1	
1	2	
2	2	
2	2	
2	2	
2	2	
3	2	
2	2	
2	2	
2	2	
3	3	
3	4	
8	4	
8	4	
14	4	
14	3	
14	0	
14	0	
19	1	
19	2	
24	2	
24	2	
24	2	
24	2	
24	2	
24	2	
24	2	
24	2	
24	2	
24	2	
24	2	
24	1	
