433	2	
432	2	
432	2	
432	2	
432	2	
433	2	
433	2	
433	1	
433	1	
433	2	
432	2	
432	4	
432	4	
437	4	
437	2	
437	1	
436	0	
431	0	
431	0	
406	1	
405	2	
406	4	
406	4	
406	4	
406	4	
280	3	
275	3	
280	4	
280	4	
281	4	
286	4	
291	4	
292	4	
292	4	
297	3	
297	3	
298	1	
293	1	
293	0	
292	1	
417	1	
417	1	
417	1	
416	0	
416	0	
411	1	
411	4	
416	4	
417	4	
417	3	
417	1	
417	1	
417	3	
412	4	
412	3	
412	3	
407	2	
407	2	
407	2	
407	2	
282	2	
282	2	
282	2	
282	2	
282	2	
282	2	
282	2	
281	2	
256	2	
256	2	
256	2	
256	2	
256	2	
256	2	
256	2	
256	2	
256	2	
256	2	
256	2	
256	2	
256	2	
256	2	
256	2	
256	2	
256	2	
256	2	
256	2	
256	2	
251	2	
252	2	
257	2	
257	2	
256	2	
256	2	
257	2	
257	2	
257	2	
257	2	
257	2	
257	2	
252	2	
252	3	
252	3	
127	1	
126	0	
126	0	
125	0	
125	0	
125	2	
125	2	
125	2	
125	2	
130	2	
135	2	
140	2	
145	2	
145	2	
145	2	
