418	2	
418	2	
418	2	
418	2	
419	2	
419	2	
419	2	
419	2	
419	2	
419	2	
419	2	
419	2	
444	2	
444	2	
444	2	
444	2	
444	2	
444	2	
444	2	
444	2	
444	2	
444	2	
444	2	
444	2	
444	2	
444	2	
444	2	
444	2	
444	2	
443	2	
443	2	
444	2	
444	2	
443	2	
443	2	
468	2	
468	2	
468	2	
468	2	
468	2	
468	2	
468	2	
468	2	
468	2	
468	3	
468	2	
468	2	
468	1	
468	2	
468	2	
468	2	
468	2	
468	2	
468	2	
468	2	
468	2	
468	2	
468	2	
468	2	
468	2	
462	2	
462	2	
457	2	
456	2	
456	2	
456	2	
425	2	
425	2	
430	2	
425	2	
425	2	
430	3	
431	3	
431	4	
426	3	
426	3	
426	4	
426	4	
427	4	
427	4	
427	3	
302	2	
302	2	
302	2	
302	2	
302	2	
302	2	
302	2	
302	2	
302	2	
302	3	
302	4	
302	4	
301	4	
306	3	
305	3	
305	2	
305	2	
305	2	
305	2	
280	2	
280	1	
280	1	
280	1	
275	3	
275	3	
275	3	
150	2	
150	2	
150	3	
150	3	
150	4	
156	4	
156	4	
156	3	
156	3	
156	2	
156	2	
131	2	
131	2	
132	2	
132	2	
132	2	
132	2	
133	2	
133	2	
133	2	
133	2	
133	2	
133	2	
133	1	
