19	2	
19	2	
19	0	
18	0	
18	0	
19	4	
24	4	
24	4	
24	0	
24	0	
24	0	
24	1	
24	1	
24	0	
24	1	
24	1	
24	1	
24	1	
24	2	
24	1	
24	1	
24	0	
24	0	
24	0	
24	0	
24	1	
24	1	
24	0	
24	0	
24	0	
24	0	
24	0	
149	1	
149	1	
139	2	
139	2	
139	2	
139	2	
134	2	
134	2	
134	2	
134	2	
134	1	
133	1	
133	1	
132	1	
131	1	
131	1	
131	2	
131	2	
131	2	
131	2	
131	2	
131	2	
131	2	
131	2	
131	2	
136	2	
141	2	
141	2	
146	2	
146	2	
146	2	
146	1	
146	1	
146	1	
146	1	
146	1	
146	1	
146	3	
146	3	
146	3	
147	2	
148	2	
149	2	
149	2	
149	2	
149	2	
149	2	
149	2	
144	2	
143	2	
137	1	
137	1	
137	1	
132	1	
132	1	
132	2	
132	2	
132	2	
132	1	
132	1	
132	2	
132	2	
