918	4	
918	4	
918	1	
917	0	
916	0	
911	1	
911	3	
911	3	
911	3	
911	2	
891	2	
891	2	
891	2	
891	2	
896	2	
896	2	
896	2	
896	2	
896	2	
896	2	
896	2	
896	2	
896	2	
896	2	
896	2	
896	2	
896	2	
897	2	
898	2	
898	2	
898	1	
898	1	
898	1	
898	1	
898	1	
898	1	
1001	2	
1001	2	
1001	3	
1001	3	
876	4	
877	4	
882	4	
882	3	
883	3	
883	3	
883	2	
883	2	
883	1	
883	2	
883	2	
883	2	
883	2	
882	2	
882	2	
882	2	
882	2	
882	2	
887	1	
887	1	
887	0	
887	1	
882	3	
882	4	
882	3	
882	3	
882	2	
882	2	
882	2	
882	2	
882	2	
882	2	
882	2	
882	2	
882	2	
